parcel_id,ai_review_score,investment_category,manual_review_flag,recommendation,development_opportunity_flag,development_opportunity_reason,reasoning_summary,key_risks,missing_information,next_due_diligence_step,confidence_level
12875-94-08-06230,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 11804 E 14 ST S in Tulsa is a residential improvement (R IMP) with a modest bid cost of 4,378.60 and high extraction confidence, indicating a clearly identified, improved residential asset rather than ambiguous land. Rule-based scoring (6.7) already flags it as a strong manual review candidate, driven by strong bid price and property clarity signals. However, strict development matching shows no clear match and low quality, so there is no evidence-based development premium to factor in. Overall, the combination of low entry cost and clear property type justifies manual review, but not classification as a development-driven opportunity.","ZIP code is unknown, limiting precise location and comp context; no confirmed nearby public or private development activity to support appreciation assumptions; development signal is low with no clear match; surrounding value and crime risk are both unknown; owner name is unknown, which may complicate title and notification steps.",Exact ZIP code; detailed neighborhood context; condition of the residential improvement; surrounding property values and market demand; crime and nuisance profile; title status and any liens beyond tax delinquency; utility access and code compliance status.,"Confirm exact location and ZIP, then pull parcel and title records from Tulsa County to verify ownership, liens, and structure details, followed by a drive-by or street-level imagery review to assess property condition and neighborhood quality.",High
79600-84-11-12350,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improved parcel (R IMP) consisting of two lots (18 & 19, Block 12, Homestead Addition, City of Broken Arrow) with a complete address and high extraction confidence. The bid cost of 4382.22 is low for an improved residential asset, which aligns with the strong rule-based score (6.7) and its classification as a strong manual review candidate. However, strict development matching found no clear project or area overlap and only a low development signal, so any appreciation from nearby public or private investment cannot be substantiated from the provided data.","ZIP code is unknown; no verified surrounding value or crime risk data; no clear development or corridor match to support upside; owner listed as unknown, which may indicate title or notification complexities; actual condition and occupancy of the residential improvements are completely unknown.",Exact ZIP code; current physical condition of structures and lots; occupancy status; detailed title history and any additional liens beyond the tax obligation; current market value and comparable sales in the Homestead Addition area; local code enforcement or nuisance history; utility status and access details.,"Obtain county assessor and recorder records for this parcel to confirm structure details, assessed value, and any additional liens, then perform a drive-by or third-party exterior inspection to verify improvement condition and neighborhood context within the Homestead Addition of Broken Arrow.",Medium
29675-03-07-10040,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 4823 N XANTHUS AV E (LT 11 BLK 26, CITY OF TULSA, NORTHRIDGE SECOND ADDN AMD) is a residential improvement (R IMP) with a relatively low bid cost of 4,393.48 and high data and extraction confidence. Address and property details are clear, and rule-based scoring flags it as a strong manual review candidate. However, there is no confirmed nearby public or private development activity (development match strength: No Clear Match, quality: Low), and ZIP and surrounding value signals are unknown. This supports manual review for potential value but not a pre-emptive strong investment classification.",Unknown ZIP and surrounding value; no verified development or corridor alignment to support appreciation; crime risk and neighborhood quality are unknown; owner listed as Unknown may complicate title research; development signal is low with no clear match.,ZIP code; current physical condition of the improvement; recent sales or assessed value comparables; neighborhood crime and stability indicators; occupancy status; any code violations or liens beyond the tax issue; confirmation of utilities and access.,"Obtain full county property and assessor records for this parcel to verify structure details and assessed value, then perform a localized market and neighborhood check (including crime and condition via on-the-ground or street-level review) to determine whether the low bid cost offers a meaningful discount relative to likely resale or rental value.",Medium
25200-03-35-07780,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 6780 E INDEPENDENCE is a residential improved property (R HS IMP) with a relatively low bid cost of 4,404.05 and high extraction confidence, which supports the rule-based score of 6.7 and classification as a strong manual review candidate. Address quality and property clarity are strong, but there is no specific street, neighborhood, or ZIP-level development match, so no additional upside from documented public or private investment can be assumed.",Unknown ZIP and city context; no clear strict development overlap or verified investment activity nearby; surrounding value and crime risk are unknown; owner name unknown; legal description references multiple blocks which may require careful title and boundary verification.,Exact city and ZIP; surrounding property values and market context; crime and neighborhood risk; physical condition of improvements; title status and any liens beyond tax; zoning confirmation and any code enforcement issues.,"Manually confirm parcel location and boundaries using county GIS and legal description, then pull local comps and neighborhood data for 6780 E INDEPENDENCE to assess resale or rental potential and verify that no hidden title, code, or structural issues offset the low bid cost.",High
37800-93-02-09990,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 7107 E 6 ST S in Tulsa is classified as R IMP, indicating an improved residential property, with a relatively low bid cost of 4406.22 and strong property clarity and address completeness. Rule-based scoring labels it a Strong Manual Review Candidate with high data confidence. However, strict development matching finds no clear overlapping project or corridor, and development signal is low, so any upside from nearby investment cannot be assumed. The combination of low entry cost and clear basic data justifies manual review, but not a positive development-driven thesis.",Unknown ZIP code; no confirmed nearby development or investment activity; development match quality low with no clear match; surrounding value and crime risk unknown; owner listed as Unknown may complicate title or notification history.,Exact ZIP code; current physical condition of the improvement; occupancy status; market value and comparable sales or rents; neighborhood crime and stability indicators; any code violations or liens beyond taxes; zoning details beyond generic R IMP classification.,"Obtain county assessor and GIS records for this parcel to confirm ZIP, zoning, structure details, and assessed value, then pull recent neighborhood sales/rent comps and, if feasible, conduct or source a drive-by or street-view inspection to assess property and block condition.",Medium
25225-03-35-09460,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 7849 E KING PL N in Tulsa is a residential improvement (R IMP) lot in Maplewood Third Addition with a clear legal description (LT 9 BLK 1) and high extraction confidence. The bid cost of 4414.22 is relatively low for an improved residential parcel, which, combined with strong property clarity and complete address data, makes it a strong candidate for manual review. However, there is no clear strict development overlap and the development signal is low, so any value-add from nearby projects cannot be substantiated from the provided data.","ZIP code is unknown, limiting precise neighborhood and value context; no clear strict development match or documented surrounding investment activity; surrounding value and crime risk are both unknown; owner listed as Unknown may indicate title or contact challenges.","Exact ZIP code and neighborhood context; current physical condition of the improvement; occupancy status; market value and recent comparable sales or rents; title status, liens, and any code violations; detailed neighborhood crime and amenity profile.","Confirm the exact ZIP and neighborhood, then pull county records for title status, liens, and any code or nuisance issues, followed by a drive-by or photo-based condition check to assess structure quality relative to the 4414.22 bid level.",High
41650-03-35-13120,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 6923 E MARSHALL PL N (LT 17 BLK 2, SUN VALLEY ADDN, City of Tulsa) is a residential improvement (R IMP) with a relatively low bid cost of 4414.22 and high extraction/data confidence. Address and property clarity are strong, and rule-based scoring categorizes it as a Strong Manual Review Candidate. However, strict development matching finds no clear or credible overlap with known public or private projects, so development-driven upside cannot be assumed. The combination of low entry cost, clear residential improvement status, and solid data quality justifies manual review even without documented development catalysts.","ZIP code is unknown; no verified nearby development or corridor initiative is matched; surrounding value and crime risk are unknown; development signal is low, so appreciation potential from area investment is uncertain.",Exact ZIP code; condition and occupancy status of the residential improvement; surrounding property values and market context; crime and neighborhood stability indicators; any unrecorded local public or private projects near SUN VALLEY ADDN or this specific block.,"Manually verify the property’s physical condition and occupancy, confirm the correct ZIP and neighborhood context for 6923 E MARSHALL PL N in SUN VALLEY ADDN, and check local records or on-the-ground intel for any unlisted public or private investments affecting this block or subdivision.",High
42675-93-02-14170,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 7447 E 1 ST S in Tulsa is a residential property with improvements (R HS IMP) and a relatively low bid cost of 4,426.92, which supports potential value relative to entry price. Address quality and property clarity are strong, and overall data confidence is high. However, there is no clear strict development overlap, no verified surrounding value or crime data, and the ZIP code is unknown, limiting location-specific risk and upside assessment. These factors justify manual review rather than an automatic pass or approval.","Unknown ZIP code and neighborhood context; no confirmed public or private development activity nearby; surrounding value and crime risk are unknown; owner listed as unknown, which may signal title or notification complexities.",Exact ZIP code and neighborhood context; recent sales or value benchmarks for nearby properties; condition of existing improvements; occupancy status; title status and any additional liens or encumbrances; local crime and school quality indicators.,"Confirm precise location and ZIP, then pull local comps and tax/assessment records to estimate as-is value versus the 4,426.92 bid, and verify title status and any additional liens before deeper underwriting.",Medium
97424-74-24-21620,6.5,Strong Manual Review Candidate,True,Research First,False,Weak match removed; previous match was based on generic location wording.,"The parcel at 15104 S 193 AV E is an unplatted, residential-improved property of approximately 8.07 acres with a clear legal description and high extraction confidence. The bid cost of 4463.58 is flagged as a strong price signal in the rule-based system, contributing to a strong manual review score of 6.5. However, strict development matching indicates no clear match and an invalid weak match that was removed, so there is no supported development or public/private investment catalyst to elevate its priority beyond the intrinsic land and improvement value.",ZIP code and city are unknown; no verified surrounding value or crime risk data; no credible development or infrastructure project match; development upside is not clearly supported; reliance on auction data only with no external market validation.,"Exact city and ZIP code; details on existing residential improvements (structure condition, utilities, access); surrounding property values and market demand; zoning specifics beyond R HS IMP label; environmental or easement constraints; crime and neighborhood quality indicators.","Confirm precise location and zoning with county records, then obtain on-the-ground or satellite-based assessment of existing improvements and access, followed by a quick market check of comparable acreage residential properties in the immediate area to validate whether the low bid cost reflects opportunity or underlying issues.",High
11225-02-24-03490,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 643 E MOHAWK BV N in Tulsa is a residential improvement (R IMP) with a bid cost of 4,481.55 and high extraction/data confidence. Address and property clarity are strong, and rule-based scoring marks it as a strong manual review candidate. However, there is no clear strict development overlap and development match quality is low, so any broader area growth cannot be assumed. Overall, the combination of low entry cost and clear property type justifies manual review, but without treating development as a value driver.","Unknown ZIP code; no confirmed surrounding value or crime risk data; no clear development or corridor match; owner information listed as unknown; potential physical condition, title, or neighborhood issues not reflected in the dataset.",Exact ZIP code; detailed neighborhood context; structure condition and occupancy; title status and liens beyond tax; zoning specifics beyond R IMP label; any nearby public or private investment not captured in the strict development matching.,"Manually verify parcel location and ZIP, pull county records for title and liens, and obtain recent imagery or on-the-ground photos to assess structure condition and neighborhood context before bidding.",Medium
34600-93-25-02050,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 4732 S 85 AV E in Tulsa is a residential improved property (R HS IMP) with a relatively low bid cost of 4,491.48 and high data confidence, making it a strong manual review candidate. The address and legal description (LT 56 BK 2, CITY OF TULSA | REGENCY PARK WEST) are clear, which reduces basic identification risk. However, the ZIP code and surrounding value context are unknown, and strict development matching finds no clear nearby investment activity, so any development upside is unsubstantiated. These factors support manual review rather than an immediate high-priority investment classification.","Unknown ZIP and neighborhood context; no verified surrounding value or crime risk; no clear development or infrastructure projects identified nearby; physical condition, title status, and occupancy are unknown despite the property being listed as improved residential.","ZIP code; neighborhood and school context; current market value and recent comparable sales; property condition and age; occupancy/tenant status; title issues, liens, or code violations; detailed crime and surrounding value data.","Confirm the exact location and ZIP, then pull recent comparable sales and rent data for Regency Park West; follow with a drive-by or third-party inspection to assess property condition and verify that the improvements are intact and marketable.",Medium
37775-93-03-07050,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 6126 E 3 ST S in Tulsa is a residential improved property with a clear legal description (LOT 5 BLK 2, SHERIDAN HGTS ADDN, CITY OF TULSA) and high extraction confidence. The bid cost of 4503.56 is moderate for an improved residential asset, and rule-based scoring classifies it as a strong manual review candidate. However, there is no verified nearby development or corridor match, and ZIP and surrounding value indicators are unknown, so the opportunity rests mainly on the basic residential-improvement status and clear documentation rather than confirmed growth dynamics.","ZIP code and surrounding value context are unknown; no clear strict development overlap or documented public/private investment activity; crime risk is unknown; development signal is low, so appreciation potential from area improvements is uncertain.",Exact ZIP code; current and historical market values or comps; structure details and condition; occupancy status; code enforcement or liens beyond tax; neighborhood crime and school context; any planned infrastructure or private projects not captured in the strict development matching.,"Confirm the exact ZIP and pull local sales and rent comps for Sheridan Heights Addition, then verify on-the-ground condition and occupancy of the improvement at 6126 E 3 ST S and check for additional liens or code issues before bidding.",Medium
53450-02-01-01960,8.0,Strong Manual Review Candidate,True,Research First,True,"Strong, high-quality match to the Tulsa Market District / NOMA residential hub along the Peoria/Route 66 corridor, with cited efforts to revitalize vacant spaces, improve walkability, and support new commercial activity, suggesting positive surrounding investment momentum.","The parcel at 5602 N PEORIA AV E has high data and extraction confidence, a complete address, and is classified as C IMP, indicating an improved commercial-type asset rather than raw land. The bid cost of 4526.74 is modest relative to the referenced 22,500 figure in the raw auction text, implying a potentially favorable entry point if the improvement has residual value. Rule-based scoring flags it as a Strong Manual Review Candidate, supported by a High development signal and positive surrounding value signal. The strict development match is a Strong Match with High quality to the Tulsa Market District / NOMA residential hub, where documented efforts focus on revitalizing vacant spaces and supporting new commercial activity along the corridor that includes Peoria. These factors collectively justify elevated priority for manual review, subject to resolving remaining unknowns (ZIP, exact city context, and current property condition).","ZIP and precise neighborhood context are unknown; current physical condition and functional viability of the C IMP improvement are not provided; ownership details are unclear (Owner Name: Unknown), which may complicate title and redemption risk assessment; crime risk is unknown; the 22,500 figure in the raw auction text is not fully explained and may not represent market value.","Exact ZIP code and city context; detailed property type and current use of the C IMP improvement; building size, age, and condition; zoning and conformity with Tulsa Market District / NOMA plans; confirmation of exact location within the Tulsa Market District boundaries; clarity on the 22,500 figure (assessed value vs. other); title status, liens, and any environmental or code issues.","Verify the parcel’s exact mapped location on N Peoria relative to the Tulsa Market District/NOMA corridor, then pull county records for zoning, building characteristics, and code enforcement history to confirm that the existing improvement and site condition align with the surrounding revitalization and potential commercial or mixed-use demand.",High
00575-93-06-00950,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 401 S VICTOR AV E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 4,526.88 and high extraction/data confidence. Address and property clarity are strong, and rule-based scoring classifies it as a Strong Manual Review Candidate. However, strict development matching finds no clear overlapping project or corridor, and development signal is low, so any upside should be evaluated on property-level fundamentals rather than area-wide development momentum.","Unknown ZIP code; no confirmed surrounding value or crime risk data; no clear development overlap or documented investment activity; owner listed as Unknown, which may complicate title or redemption research.",Exact ZIP code; detailed neighborhood context; condition of the existing residential improvements; occupancy status; title status and any additional liens; local rent/sale comps; code enforcement or nuisance history.,"Manually verify parcel location and neighborhood context using county GIS and street-level imagery, then pull title and lien records and check for code violations or demolition history to determine whether the existing improvements justify the 4,526.88 bid as a basic rental or hold opportunity.",Medium
49800-03-34-14990,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 1241 N ALLEGHENY AV E in the CITY OF TULSA, YALE TERRACE ADDN, is a residential improvement parcel with a relatively low bid cost of 4540.87 and strong data clarity (complete address, clear legal description, high extraction confidence). Rule-based scoring classifies it as a Strong Manual Review Candidate. However, strict development matching finds no clear overlapping project or corridor, and development signal is low, so any upside from nearby investment is unsubstantiated.",Unknown ZIP code; no verified surrounding value or crime risk data; no clear development or corridor match; ownership listed as Unknown; development upside not clearly supported by available intelligence.,"Exact ZIP code; details on the existing residential improvement (structure condition, size, occupancy); surrounding property values and market context; crime and neighborhood risk indicators; confirmation of title status and any liens beyond tax delinquency.","Manually confirm parcel characteristics (structure presence, condition, and access) using county records and on-the-ground or remote imagery, then obtain ZIP and neighborhood context and check for any non-tax liens or title complications before assigning a final investment rating.",Medium
60513-73-08-70260,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 13610 S 21 CT E in the City of Jenks is clearly identified (LOT 62 BLOCK 3, TORREY LAKES) with high extraction confidence and a complete address, which supports basic underwriting and raises its rule-based score. The bid cost of 4548.16 is moderate for a residential-type parcel and aligns with the system’s classification as a strong manual review candidate. However, strict development matching finds no clear overlap with any known project or corridor and the development signal is low, so there is no substantiated development-driven upside to justify automatic elevation beyond manual review.","ZIP code is unknown, limiting precise market and comp analysis; no clear strict development overlap or verified nearby investment activity; development match quality is low; surrounding value and crime risk are both unknown; owner name is listed as Unknown, which may complicate title or notification history review.","ZIP code, surrounding value indicators, crime risk estimate, any verified nearby development projects or infrastructure investments, and clearer ownership/title history details are not provided.","Confirm the exact ZIP and map the parcel within TORREY LAKES to check recent sales and assessed values, then pull title and tax history for this lot to identify any liens or encumbrances and validate whether local market conditions in this part of Jenks support the bid level.",High
07410-94-07-23780,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1525 S 112 AV E in Tulsa is an R IMP property with clear legal description (LT 9 BLK 6, CITY OF TULSA, CENTURY 21 EAST), high extraction confidence, and a moderate bid cost of 4554.87. Rule-based scoring classifies it as a strong manual review candidate, driven by complete address data and strong property clarity. However, there is no clear strict development match and the development signal is low, so any appreciation from nearby public or private projects is not supported by the provided data. The unknown ZIP and lack of surrounding value or crime data add uncertainty, warranting human review rather than automatic prioritization as a top-tier investment.","ZIP and precise neighborhood context are unknown; no verified nearby development or corridor investment; surrounding value and crime risk are unknown; physical condition, occupancy, and title status are not provided; owner name is unknown, which may signal additional title or notification complexity.",Exact ZIP code; neighborhood and school area; current structure condition and habitability; occupancy status; detailed title report and any liens beyond tax delinquency; recent comparable sales or assessed values; local crime and code enforcement history.,"Confirm the exact ZIP and map the parcel to its neighborhood, then pull county records for structure details and any additional liens, followed by a drive-by or photo-based condition check to determine whether the improvement justifies the 4554.87 bid level.",Medium
90212-02-12-25800,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improvement parcel (R IMP) of approximately .980 acres in the City of Tulsa with a complete address and high data confidence. The bid cost of 4580.87 is modest relative to the indicated value line in the raw auction text, which, combined with strong property clarity, supports manual review. However, strict development matching finds no clear overlap with known projects and provides only a low-quality signal, so there is no evidence-based development premium. Unknown ZIP and lack of surrounding value or crime data limit automated prioritization.",No clear nearby public or private development activity identified; ZIP code unknown; surrounding value and crime risk are unknown; owner name listed as Unknown may complicate title or research; development signal is low and cannot be relied on for appreciation assumptions.,Exact ZIP code; detailed structure condition and occupancy status; surrounding property values and market comps; crime and neighborhood stability indicators; any liens or encumbrances beyond tax status; zoning specifics beyond R IMP label; utility access and infrastructure details.,"Confirm parcel location and ZIP, pull county assessor and GIS records for structure details and zoning, check for additional liens or legal issues, and perform a quick neighborhood and sales-comp analysis to determine whether the low bid cost aligns with local values and risk profile.",High
22100-92-28-02330,7.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 4109 S 41 AV W in Tulsa is a residential improvement (R IMP) lot in Laurel Heights Addition with a relatively low bid cost of 4,589.54 and high data confidence. Address and property clarity are strong, and rule-based scoring categorizes it as a strong manual review candidate. However, there is no confirmed nearby public or private development activity, and the development match is explicitly marked as no clear match with low quality, so no development-driven upside can be assumed.",Unknown ZIP code; no verified surrounding value or crime data; no clear development overlap or documented investment activity; limited information on structure condition or occupancy despite R IMP classification.,Exact ZIP code; property condition and age; current occupancy or tenancy; surrounding neighborhood value indicators; any code violations or liens beyond tax status; detailed local crime and school context.,"Manually verify the physical condition and occupancy status of the residential improvement at 4109 S 41 AV W and pull local sales/assessment data for Laurel Heights Addition to confirm value relative to the 4,589.54 bid cost.",Medium
44325-03-36-03990,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 9415 E NEWTON ST N in Tulsa is an improved residential property (R HS IMP) with a relatively low bid cost of 4,649.22 and a clear legal description (LOT 25 BLK 5, VAN ACRES ADDN AMD, CITY OF TULSA). Rule-based scoring marks it as a Strong Manual Review Candidate, supported by complete address data, strong property clarity, and high data confidence. However, there is no credible strict development match and the ZIP is unknown, so broader area value and development-driven appreciation cannot be evaluated from the provided data. These factors justify manual review but not a definitive positive investment classification.",Unknown ZIP and neighborhood context; no verified surrounding value signal; no clear development or infrastructure investment nearby; property condition and actual structure value are unknown despite being classified as improved; crime risk and local market liquidity are not provided.,Exact ZIP code; neighborhood and school context; current structure condition and occupancy; any code violations or liens beyond tax status; recent comparable sales or assessed values in VAN ACRES ADDN AMD; crime and rental demand indicators; confirmation of utilities and access.,"Confirm the precise location and ZIP, then obtain county records and, if possible, recent photos or an on-site inspection to verify the condition of the residential improvements and check for additional liens or code issues; follow with a quick comp check within the same addition (VAN ACRES ADDN AMD) to estimate potential value relative to the 4,649.22 bid cost.",Medium
25150-03-34-10030,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1059 N IRVINGTON AV E in Tulsa is a residential improved property (R HS IMP) with a bid cost of 4655.65 and clear legal description (LT 8 BLK 22, MAPLEWOOD EXTENDED ADDN, CITY OF TULSA). Rule-based scoring marks it as a Strong Manual Review Candidate due to complete address data, strong property clarity, and moderate bid price. However, strict development matching found no specific overlapping project or corridor, and development signal is low, so any upside from nearby investment is unsubstantiated at this stage.","ZIP code is unknown, limiting precise neighborhood and value context; no clear strict development overlap or documented investment activity; surrounding value and crime risk are unknown; owner name is unknown, which may complicate title or redemption research.","Exact ZIP code and neighborhood context; surrounding property values and market conditions; crime and livability indicators; structure condition and occupancy status; title status, liens, and any municipal code issues.","Confirm exact location and ZIP, pull county assessor and recorder records for structure details and title status, and perform on-the-ground or street-level review to assess property condition and neighborhood before bidding.",Medium
09000-92-27-06570,6.0,Strong Manual Review Candidate,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
46825-03-33-18040,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1312 N SANDUSKY AV E in Tulsa is clearly identified with high extraction confidence, complete address, and a defined residential improvement (R IMP) on LT 10 BLK 1, CITY OF TULSA, WESTROPE THIRD. The bid cost of 4668.86 is moderate for a residential-improvement tax auction asset, which, combined with strong property clarity, supports manual review. However, strict development matching finds no clear overlapping project or corridor, and development signal is low, so there is no documented external investment catalyst. Unknown ZIP and lack of surrounding value data limit automated assessment, justifying human review rather than an automated green light.","No clear development overlap or documented investment activity; ZIP and surrounding value signals are unknown; crime risk is unknown; physical condition, occupancy, and market value are not provided; owner name unknown may indicate title or notification complexities.",ZIP code; neighborhood and surrounding value context; current structure condition and occupancy; recent sales or assessed value; code enforcement or liens beyond taxes; crime and safety context.,"Manually verify neighborhood quality and recent comparable sales for WESTROPE THIRD and the immediate Sandusky Ave area, then confirm structure condition and any additional liens or code issues before bidding above the minimum.",High
43800-93-04-19370,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 420 S QUEBEC AV E in Tulsa is a residential improvement (R IMP) lot with a bid cost of 4670.86 and clear legal description (LT 5 BLK 2, CITY OF TULSA, UNIVERSITY PLACE). Rule-based scoring flags it as a strong manual review candidate due to complete address data, strong property clarity, and moderate bid price signal. However, strict development matching finds no clear match and low development signal, so any appreciation from nearby projects is not supported by the provided data.",ZIP code is unknown; no verified nearby public or private development activity; property condition and occupancy are unknown; surrounding value and crime risk are unknown; owner information is not provided beyond 'Unknown'.,Exact ZIP code; detailed neighborhood and market context; property physical condition and any structures present; occupancy status; title issues or liens beyond tax status; surrounding property values and crime risk.,"Confirm the precise ZIP and neighborhood context for 420 S QUEBEC AV E, obtain recent imagery or on-site inspection to assess structure and lot condition, and pull local sales and rent comps for the UNIVERSITY PLACE block to determine whether the bid cost of 4670.86 is justified relative to likely resale or rental value.",High
36150-93-04-13930,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 220 S URBANA AV E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 4,698.86 and high data confidence. Address and property clarity are strong, and rule-based scoring flags it as a strong manual review candidate. However, there is no verified nearby development activity and the ZIP code is unknown, so any value or growth assumptions must be confirmed through manual local market review.","Unknown ZIP code and surrounding value; no confirmed development or revitalization activity; neighborhood crime and demand are unknown; structure condition, code issues, and occupancy status are not provided; potential for hidden liens, rehab costs, or demolition risk cannot be assessed from current data.",ZIP code; detailed neighborhood context and surrounding property values; current structure condition and habitability; occupancy status; any code enforcement or nuisance issues; tax and lien status beyond the auction amount; rental and resale demand in the immediate area.,"Obtain the exact ZIP and map the parcel to confirm neighborhood, then pull recent sales and rent comps within a tight radius, check county records for code violations or demolition orders, and, if feasible, conduct a drive-by or photo-based condition assessment before setting a maximum bid.",Medium
78810-84-11-09060,6.0,Strong Manual Review Candidate,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
25050-03-34-03580,6.0,Strong Manual Review Candidate,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
27775-03-36-02215,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 501 N 89 AV E in Tulsa is a residential improvement (R IMP) in the City of Tulsa, Mingo Valley Sub No 1, with a bid cost of 4728.19 and strong data clarity. Rule-based scoring classifies it as a strong manual review candidate, but strict development matching finds no clear overlapping project or corridor, and development signal is low. This supports manual review for standard residential value and condition, not for development-driven upside.","Unknown ZIP code limits precise location and market context; no clear development overlap or verified investment activity nearby; development signal is low; surrounding value and crime risk are unknown; owner name is unknown, which may indicate title or contact complexity.",Exact ZIP code; detailed neighborhood and market comps; property condition and occupancy status; title status and any liens beyond tax; surrounding value indicators and crime risk; confirmation of any un-captured public or private projects near Mingo Valley Sub No 1.,"Manually verify exact location and ZIP, pull recent sales and assessed values for Mingo Valley Sub No 1 and nearby blocks, and obtain on-the-ground or street-level condition checks to determine whether the residential improvement justifies the 4728.19 bid in the absence of clear development catalysts.",Medium
63725-12-13-01130,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 215 N ELGIN AV E in the City of Sperry is a residential improved property (R HS IMP) with a relatively low bid cost of 4742.42 and a clear legal description (LT 18 BLK 3 LOLLAR ADDN). Rule-based scoring flags it as a strong manual review candidate, supported by complete address data and strong property clarity. However, strict development matching finds no clear overlapping project or corridor, and development signal is low, so there is no substantiated development-driven upside. The unknown ZIP and limited context on surrounding values or crime risk increase uncertainty, but the small dollar exposure justifies closer manual review.",No confirmed nearby development or investment activity; ZIP code unknown; surrounding value and crime risk unknown; owner name unknown; small-town or low-demand submarket risk cannot be assessed from provided data.,"ZIP code; detailed property characteristics (structure condition, age, size, utilities); current occupancy or tenancy; surrounding sales or assessed values; local crime and school context; any municipal plans or infrastructure projects in Sperry or near N ELGIN AVE.","Verify the exact ZIP and map the parcel within Sperry, then obtain county assessor records and recent imagery to confirm structure condition and neighborhood quality, followed by checking local planning or council documents for any Sperry-area infrastructure or redevelopment plans that could affect this block.",Medium
54675-92-05-05450,5.8,Strong Manual Review Candidate,True,Research First,False,Weak match removed; previous match was based on generic location wording.,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap; weak generic development match removed,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
18550-93-05-13060,6.0,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 2505 E 8 ST S in Tulsa is a residential improvement (R IMP) with a relatively modest bid cost of 4,766.19 and high data confidence, making it a plausible candidate for closer review. Address and legal description are clear, which reduces basic data risk. However, there is no confirmed development match, the development signal is low, and the ZIP code and surrounding value context are unknown, so any upside from area growth cannot be substantiated from the provided data.",Unknown ZIP and surrounding value context; no clear strict development overlap or verified nearby investment activity; development match quality is low; crime risk and neighborhood conditions are unknown; ownership details are limited (owner name unknown).,ZIP code; detailed neighborhood and market context; condition of the residential improvement; confirmation of occupancy or structures on site; title status and liens beyond tax delinquency; crime and school data; any independent evidence of nearby public or private investment.,"Manually verify parcel location and neighborhood quality using mapping and county records, confirm existing improvements and property condition, and pull additional local planning, zoning, and sales data to assess value and risk before bidding.",High
