parcel_id,final_ai_review_score,final_investment_category,final_manual_review_flag,final_recommendation,final_development_opportunity_flag,final_development_opportunity_reason,final_reasoning_summary,final_key_risks,final_missing_information,final_next_due_diligence_step,final_confidence_level
29775-02-26-05550,6.5,Mid Investment,True,Watch,False,nan,"Parcel 29775-02-26-05550 at 2120 N MARTIN LUTHER has a low bid cost of 3174.97 and is classified as a Strong Manual Review Candidate with medium data confidence and high extraction confidence. However, the development match status is 'No Clear Match' with low confidence and failed geocoding, so no development upside is verified despite otherwise strong property clarity and complete address data.","ZIP unknown; development upside not verified (No Clear Match, low confidence); geocoding failed with low confidence; surrounding value and crime risk unknown.",Exact ZIP code; reliable geocode/coordinates; surrounding property value context; crime risk indicators; any confirmed nearby development or project ties.,"Manually confirm the full address and ZIP, obtain a reliable map location for the parcel, and check local records or mapping tools for surrounding values and any actual nearby development activity before considering a bid.",Medium
37375-03-32-16320,6.9,Mid Investment,True,Watch,False,nan,"Parcel 37375-03-32-16320 at 2601 E MARSHALL ST N shows a bid cost of 3183.01 with strong property clarity (R IMP) and complete address, but the development match status is No Clear Match and development confidence is Low. Overall data and extraction confidence are High, supporting a rule-based score of 6.9 and a Mid Investment, strong manual review candidate classification.","ZIP is unknown; no verified development upside (No Clear Match, low development confidence); geocode confidence only Medium; surrounding value and crime risk are Unknown.",Exact ZIP code; detailed neighborhood value context; crime risk; property condition and occupancy; any liens or title issues beyond tax status.,"Manually confirm the precise ZIP and neighborhood context, verify current property condition and occupancy, check for additional liens or title complications, and assess local sales/rent levels to validate whether the 3183.01 bid cost is justified.",High
52550-92-33-05285,6.5,Mid Investment,True,Watch,False,nan,"Parcel 52550-92-33-05285 at 4535 W 57 ST S has a bid cost of 3222.34 and is classified as a residential property with strong property clarity and complete address, but the development match status is No Clear Match and overall data confidence is Medium based on high extraction confidence but low geocode confidence, so it is a Strong Manual Review Candidate rather than a clear Good Investment.","ZIP unknown; geocode status failed and geocode confidence low; development upside not verified (No Clear Match, low confidence); owner name unknown; surrounding value and crime risk unknown.",Exact ZIP code; reliable geocoded location; any verified nearby development or project ties; surrounding property value context; crime and neighborhood risk indicators; current condition and marketability of the residential lot.,"Manually confirm the precise location and ZIP via county GIS or plat maps, then check local comps and any nearby development or infrastructure plans for this block/lot before deciding whether the 3222.34 bid cost is justified.",Medium
17675-02-24-08030,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 17675-02-24-08030 at 3130 N HARTFORD PL E in Tulsa has high extraction/data confidence, complete address quality, and strong property clarity, supporting a solid rule-based score of 6.9. The bid cost of 3311.00 is flagged as a strong positive signal, justifying manual review. However, the development verification shows No Clear Match with low confidence and no confirmed proximity-based upside, so the property cannot be elevated to a Good Investment category based on development factors.",ZIP is unknown; no verified development or surrounding value signal; crime risk and surrounding value are unknown; development match is No Clear Match with low confidence.,Exact ZIP code; any verified nearby development or value comps; crime risk context; more detailed property characteristics beyond type R IMP.,"Manually confirm the precise ZIP and neighborhood context for 3130 N HARTFORD PL E, then check local value indicators and any nearby projects or improvements to validate whether the low bid cost of 3311.00 aligns with acceptable risk.",High
25375-03-29-05240,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 25375-03-29-05240 at 3215 E XYLER ST N in Tulsa has a low bid cost of 3313.80 and is classified as R HS IMP with strong property clarity and complete address data. The development match status is No Clear Match with low confidence, so no verified development upside is counted. Overall extraction and data confidence are High, supporting a rule-based score of 6.9 and a Strong Manual Review Candidate classification rather than an automatic investment decision.",ZIP is unknown; no verified development match or surrounding value signal; crime risk is unknown; development confidence is low.,Exact ZIP code; surrounding property value context; crime risk details; physical condition of improvements; any liens or title complications beyond tax status.,"Manually confirm the precise location and ZIP, pull nearby sales/value data for comparable residential parcels, and check county records for condition, structures, and any additional encumbrances before bidding.",High
18650-93-06-12970,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 18650-93-06-12970 at 348 S ZUNIS AV E, Tulsa, has high extraction confidence, complete address, and strong property clarity, with a bid cost of 3418.25. Rule-based scoring (6.9) classifies it as a Strong Manual Review Candidate. However, development verification shows no clear match and low confidence, so development is not a positive factor. Data confidence is high overall, but the missing ZIP and lack of verified surrounding value or crime data add uncertainty.",ZIP is unknown; no verified development match or surrounding value signal; crime risk estimate is unknown; development upside cannot be relied upon.,Exact ZIP code; any verified nearby development or redevelopment plans; surrounding property value context; crime and neighborhood risk indicators; property condition and occupancy status.,"Confirm the precise ZIP and neighborhood context for 348 S ZUNIS AV E, then pull local sales/value and neighborhood risk data to validate whether the 3418.25 bid cost is justified in the absence of verified development upside.",High
28475-03-33-14410,6.9,Mid Investment,True,Watch,False,nan,"Parcel 28475-03-33-14410 at 1211 N VANDALIA AV E, Tulsa, has a low bid cost of 3437.28 and is tagged as R IMP with strong property clarity and complete address data, while overall data/extraction confidence is High. However, the development match status is No Clear Match with low confidence, and ZIP is unknown, so no development-driven upside is verified. These factors support a Mid Investment classification but a Strong Manual Review Candidate flag for deeper due diligence.",ZIP is unknown; no clear or verified development match; development confidence is low; surrounding value and crime risk are unknown.,Exact ZIP code; surrounding property value context; crime risk; physical condition of improvements; title and lien status beyond tax delinquency.,"Confirm full address including ZIP and pull local comps and neighborhood data for 1211 N VANDALIA AV E, then verify property condition and any additional liens or encumbrances before bidding.",High
90330-03-30-22140,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 90330-03-30-22140 at 2049 E ZION ST N in Tulsa shows a low bid cost of 3437.65 with complete address quality and strong property clarity, and the rule-based system assigns a 6.9 score with High data confidence and High extraction confidence. However, the development match status is No Clear Match with Low development confidence, so no verified development upside is assumed despite the Strong Manual Review Candidate category.","ZIP is unknown; development upside is not verified (No Clear Match, low confidence); surrounding value and crime risk are unknown.",Exact ZIP code; surrounding property value context; crime risk; physical condition of the improvement; title and lien status beyond tax auction; zoning and allowable uses.,"Manually confirm the precise location and ZIP for 2049 E ZION ST N, pull local comps and tax/assessment records for this R IMP parcel, and verify zoning, access, and any additional liens or encumbrances before bidding.",High
44200-02-11-03600,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 44200-02-11-03600 at 4672 N BOSTON AV E in Tulsa shows a relatively low bid cost of 3450.32 and clear residential improvement (R IMP) use, with high extraction/data confidence and complete address quality. However, the development match status is No Clear Match with low confidence, so no development premium is counted. These factors together yield a rule-based score of 6.9 and a Strong Manual Review Candidate classification rather than a confirmed good investment.",ZIP is unknown; no verified nearby development or project to support appreciation; surrounding value and crime risk are both unknown; actual property condition and occupancy are not provided.,"Exact ZIP code; current physical condition and any structures on the R IMP parcel; neighborhood crime and surrounding value context; title issues, liens, or encumbrances; recent comparable sales or assessed value.","Manually confirm the precise ZIP and neighborhood context for 4672 N BOSTON AV E, then pull county records and recent comparable sales to estimate as-is and post-repair value, and verify any code violations, liens, or occupancy issues before bidding.",High
19725-03-30-11590,6.9,Mid Investment,True,Watch,False,nan,"Parcel 19725-03-30-11590 at 1729 E YOUNG PL N, Tulsa, shows strong property clarity, complete address, and a strong bid price signal at 3471.65. Rule-based scoring labels it a Strong Manual Review Candidate with a conservative score of 6.9 and high overall data confidence. However, development verification shows No Clear Match with low confidence, so no confirmed development-driven upside is present. This combination supports a mid-level investment classification that warrants manual review rather than an automatic buy.","ZIP is unknown; no verified nearby development or project tie-in; surrounding value and crime risk are both unknown, limiting context for valuation and risk assessment.",Exact ZIP code; surrounding property value context; crime risk details; any confirmed nearby development or infrastructure projects; property condition and occupancy status.,"Manually confirm the precise location and ZIP, then pull local sales/value comps and crime data for the immediate area around 1729 E YOUNG PL N to validate whether the low bid cost aligns with acceptable risk and potential resale or rental value.",High
27550-93-08-18710,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 27550-93-08-18710 at 1239 S ATLANTA PL E in Tulsa shows a bid cost of 3527.85 with strong property clarity and complete address data, and the extraction/data confidence is High. However, the development match status is No Clear Match with Low development confidence, so no verified development upside is assumed. These factors together yield a rule-based score of 6.9 and justify Strong Manual Review Candidate status rather than an automatic investment decision.","ZIP is unknown; development upside is not verified (No Clear Match, Low confidence); surrounding value and crime risk are unknown.",Exact ZIP code; surrounding property value context; crime risk; property condition and occupancy; title issues or liens beyond tax status.,"Confirm precise ZIP and neighborhood context, pull local sales/value comps and crime data, and verify on-the-ground property condition and any additional liens or title complications before bidding.",High
07600-02-24-00740,6.9,Mid Investment,True,Watch,False,nan,"Parcel 07600-02-24-00740 at 3353 N LANSING PL E in Tulsa has a relatively low bid cost of 3530.98, complete address quality, strong property clarity, and high overall data confidence, which supports manual review. However, the development verification shows No Clear Match with low confidence, and surrounding value and crime risk are unknown, so the property cannot be classified as a good investment based on current data.",ZIP unknown; no verified development match; surrounding value signal unknown; crime risk estimate unknown.,Exact ZIP code; surrounding property value context; crime/safety context; any confirmed nearby development or infrastructure projects.,"Manually confirm the precise ZIP and neighborhood context for 3353 N LANSING PL E, then review local sales/rent comps and crime data to determine whether the low bid cost aligns with acceptable risk and potential return.",Medium
13200-02-26-00860,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel 13200-02-26-00860 at 1516 N MAIN ST W is a residential improved property (R HS IMP) with strong property clarity, complete address, and high overall data confidence. The bid cost of 3541.13 is relatively low, which supports potential value if the structure and neighborhood conditions are acceptable. Rule-based scoring (6.9) classifies it as a Strong Manual Review Candidate. However, the development verification shows No Clear Match with low confidence, so no external project-driven upside is confirmed. Missing ZIP and only medium geocode confidence add some location uncertainty, keeping this from being a clear Good Investment.",No verified development upside; ZIP is unknown; only medium geocode confidence; owner listed as Unknown may complicate title or notification history; surrounding value and crime risk are unknown.,Exact ZIP code; more precise neighborhood and surrounding value context; condition of improvements; title status and any additional liens; local crime and rental/sales comparables.,"Manually confirm full address including ZIP and precise map location, then pull county records for title, liens, and property characteristics to assess structure condition and neighborhood value before bidding.",High
25525-03-29-06940,6.9,Mid Investment,True,Watch,False,nan,"Parcel 25525-03-29-06940 at 2012 N COLUMBIA AV E shows a bid cost of 3645.63 with strong property clarity and complete address data, while the development match status is No Clear Match with low confidence and overall data/extraction confidence is High, supporting a Mid Investment classification that still requires manual review.","ZIP is unknown; no verified development upside (No Clear Match, low development confidence); crime and surrounding value signals are unknown; ownership details are unclear (Owner Name: Unknown).",Exact ZIP code; surrounding value and comp context; crime risk; detailed title status and liens; interior/structural condition; utility status and local code or nuisance issues.,"Manually confirm parcel details and ZIP with county records, pull full title and lien history, and obtain on-the-ground or street-level condition checks to validate whether the low bid cost aligns with acceptable rehab and neighborhood risk.",High
49600-03-17-06000,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 49600-03-17-06000 at 2738 E 45 ST N in Tulsa has a bid cost of 3766.83 and is tagged as R IMP with strong property clarity and complete address data, while extraction/data confidence is High. However, the development match status is No Clear Match with low confidence, so no development upside is verified, leading to a conservative rule-based score of 6.9 and classification as a Strong Manual Review Candidate rather than a confirmed good investment.","ZIP is unknown; no verified development match or surrounding value data; crime risk is unknown; development confidence is low, so upside is unproven.",Exact ZIP code; surrounding property value context; neighborhood crime risk; any confirmed nearby development projects or area improvements; physical condition and occupancy status of the improvement.,"Verify the precise ZIP and neighborhood context for 2738 E 45 ST N, then pull recent comparable sales and assessed values, check county/municipal planning or news for any nearby projects, and confirm property condition and occupancy before bidding.",High
59900-24-20-00058,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 1115 N 15 ST W, Collinsville, OK (parcel 59900-24-20-00058) has a relatively low bid cost of 3771.34, strong property clarity (R HS IMP) and complete address, with high overall data confidence. Rule-based scoring labels it a Strong Manual Review Candidate with a score of 6.9. However, the development verification shows No Clear Match and low confidence, so no development premium is justified. These factors support prioritizing manual review but not categorizing it as a Good Investment at this stage.",ZIP is unknown; no verified development or surrounding value signal; crime risk and surrounding value are unknown; development match explicitly marked as No Clear Match with low confidence.,Exact ZIP code; any verified nearby development or value drivers; local market context and crime risk; physical condition and occupancy status of the residential improvement.,"Manually confirm the precise location and ZIP, then investigate local market conditions and any nearby projects or infrastructure improvements to validate whether the low bid cost aligns with area values and risks.",High
09175-93-05-05710,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 09175-93-05-05710 at 2520 E 6 ST S in Tulsa has a bid cost of 3780.86, clear residential-improvement property type (R HS IMP), complete address, strong property clarity, and high overall data confidence. These factors produce a conservative rule-based score of 6.9 and a Strong Manual Review Candidate category. However, the development verification shows No Clear Match with low confidence, so no development-driven upside is confirmed.","ZIP is unknown; no verified development match or distance-based upside; surrounding value and crime risk are both unknown, increasing uncertainty about neighborhood conditions and resale/rental potential.",ZIP code; surrounding value context; crime risk estimate; any verified nearby development or project linkage; on-the-ground condition of the residential improvements.,"Manually research the exact ZIP and neighborhood context for 2520 E 6 ST S, confirm current property condition and occupancy for this R HS IMP parcel, and check local sales/rent comps and any nearby projects to validate whether the low bid cost of 3780.86 reflects genuine value or hidden risk.",High
90326-03-26-20930,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 90326-03-26-20930 at 6945 E PINE ST N in Tulsa has a low bid cost of 3812.95, complete address data, and strong property clarity, producing a rule-based score of 6.9 and classification as a Strong Manual Review Candidate. Data confidence is high and geocoding confidence is medium, but there is no clear matched development and surrounding value and crime risk are unknown, so it cannot be treated as a Good Investment at this stage.",ZIP is unknown; no verified development match; surrounding value signal unknown; crime risk estimate unknown; commercial improvement details not specified beyond type C IMP.,"Exact ZIP code; detailed property characteristics (size, condition, use); surrounding market value context; crime and neighborhood risk indicators; any confirmed nearby development or infrastructure projects.","Manually confirm the precise location and ZIP, obtain property details from county records (building size, use, condition), and check local market and zoning context around 6945 E PINE ST N to assess rental/resale potential and risk before bidding.",High
36075-03-08-00420,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 2548 E 48 ST N, Tulsa (Parcel ID 36075-03-08-00420) has a bid cost of 3840.44 and is classified as R HS IMP, with complete address quality, strong property clarity, and high overall data confidence. Rule-based scoring of 6.9 places it in the Strong Manual Review Candidate category. However, the development verification shows No Clear Match with low confidence, so no development premium is applied.","Unknown ZIP code; no verified nearby development or clear development tie-in; medium geocode confidence; overall upside depends on factors not yet validated (surrounding values, crime, and local market conditions are all unknown).",Exact ZIP code; detailed neighborhood and surrounding value data; crime risk; physical condition of improvements; title status and any additional liens; zoning specifics beyond R HS IMP label; access and utilities verification.,"Manually confirm the precise location and ZIP, pull local sales/assessed values and neighborhood context around 2548 E 48 ST N, verify property condition and occupancy, and run a title/encumbrance check before considering a bid at or above 3840.44.",High
13775-02-12-01490,6.9,Mid Investment,True,Watch,False,nan,"The rule-based score of 6.9 and category Strong Manual Review Candidate indicate this parcel merits further investigation. The bid cost of 3989.60 is flagged as a strong signal, and the property type R IMP with complete address at 4641 N HARTFORD AV E plus strong property clarity and high overall data confidence support potential value. However, the development verification shows No Clear Match with low confidence and no distance-based confirmation, so development cannot be treated as a benefit. Unknown ZIP and only medium geocode confidence add uncertainty, keeping this in a mid, not top, investment tier.",No verified development proximity or upside; ZIP is unknown; geocode confidence only medium; owner name listed as Unknown; surrounding value and crime risk are both Unknown.,Exact ZIP code; clearer ownership details; surrounding property value context; crime/safety context; on-the-ground condition of improvements; confirmation of precise parcel boundaries for LT 29 LESS BEG NEC W20 SELY ON STR LINE TO.,"Manually confirm parcel location and ZIP via county records or GIS, verify ownership and any title or lien complications, and review local market and physical condition to determine whether the low bid cost aligns with realistic resale or rental potential.",High
17675-02-24-07550,6.5,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 3179 N IROQUOIS AV E, Tulsa (R IMP) has high data confidence, complete address quality, and strong property clarity, supporting the rule-based score of 6.5 and a Strong Manual Review Candidate classification. The bid cost of 4023.59 is moderate relative to the available information, but the development verification shows No Clear Match with low confidence, so no development-driven upside is confirmed.","ZIP is unknown; development upside is not verified; surrounding value and crime risk are unknown, increasing uncertainty around long-term value and risk profile.",Exact ZIP code; surrounding property value context; crime risk; property condition and occupancy; any liens or title issues beyond tax status; zoning and permitted uses.,"Manually confirm the precise location and ZIP, pull local sales and rent comps around 3179 N IROQUOIS AV E, and check county records for zoning, code violations, and additional liens to validate whether the moderate bid cost is justified.",High
36525-94-02-01380,6.1,Strong Manual Review Candidate,True,Research First,False,nan,"For parcel 36525-94-02-01380 at 135 S 166 AV E, Tulsa, the bid cost of 4189.58 and a rule-based score of 6.1 with strong property clarity and complete address support a Strong Manual Review Candidate classification. However, the development match status is 'No Clear Match' with low development confidence, geocoding confidence is low, and overall data/extraction confidence is only Medium, so this should not be treated as a confirmed good investment without deeper due diligence.","ZIP is unknown; geocoding support is weak (low confidence); development upside is not verified (No Clear Match, low confidence); surrounding value and crime risk are unknown.",Exact ZIP code; reliable geocode/coordinates; surrounding property value context; crime risk; physical condition of improvements; title and lien status beyond tax auction; any nearby confirmed development projects.,"Manually confirm the precise location and ZIP via county GIS or assessor records, then check surrounding sales/values and any local planning or development activity before assessing renovation, resale, or hold strategies.",Medium
20300-92-03-05240,6.5,Mid Investment,True,Watch,False,nan,"Parcel 20300-92-03-05240 at 1919 W CAMERON ST N has a bid cost of 4192.50 and is flagged as a Strong Manual Review Candidate with strong property clarity and complete address data; however, the development match status is No Clear Match with low confidence, and overall data/extraction confidence is High, supporting a Mid Investment classification that warrants deeper manual review.","ZIP is unknown; no verified development upside (No Clear Match, low development confidence); surrounding value and crime risk are unknown, increasing uncertainty about neighborhood conditions.",Exact ZIP code; surrounding property value context; crime risk; property condition and occupancy; any liens or title complications beyond tax status; local zoning and allowable uses.,"Confirm full mailing/ZIP details and pull county records for this parcel to verify zoning, any additional liens, and recent sales or assessed values for nearby parcels before considering a bid at or above 4192.50.",High
27775-03-36-02105,6.1,Mid Investment,True,Watch,False,nan,"Parcel 27775-03-36-02105 at 823 N 89 AV E has a bid cost of 4243.04 and is classified as R HS IMP with strong property clarity and complete address but unknown ZIP. Development match status is No Clear Match with low verified development signal, and overall data confidence is Medium with low geocode confidence, so it is a Strong Manual Review Candidate but not a confirmed good investment.",Unknown ZIP; weak or failed geocoding; no verified development upside; surrounding value and crime risk unknown.,Exact ZIP code; reliable geocode/location confirmation; surrounding property value context; crime/safety context; condition and occupancy of improvements.,"Manually confirm the precise location and ZIP of 823 N 89 AV E via county records or mapping, then check nearby sales, neighborhood conditions, and any local development plans before considering a bid.",Medium
35900-03-30-15590,6.5,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 35900-03-30-15590 at 2012 E ZION ST N, Tulsa, OK shows a bid cost of 4244.24 and strong property/address clarity with high overall data confidence, but the development match status is 'No Clear Match' with low development confidence, so it is classified as a Strong Manual Review Candidate rather than a confirmed good investment.",ZIP is unknown; no clear or verified development match; development confidence is low; surrounding value and crime risk are unknown.,Exact ZIP code; surrounding property value context; crime risk; detailed property condition and improvements; any nearby verified development projects.,"Manually confirm the precise ZIP and neighborhood context, then check local sales/assessed values and any nearby planned projects or infrastructure improvements before considering a bid at approximately 4244.24.",High
19650-03-35-06970,6.5,Strong Manual Review Candidate,True,Research First,False,nan,"Rule-based score of 6.5 and category Strong Manual Review Candidate reflect a moderate bid cost of 4312.23, complete address and strong property clarity for parcel 19650-03-35-06970, plus high overall data confidence. However, development verification shows No Clear Match with low confidence and no distance-based confirmation, so there is no validated development-driven upside. Unknown ZIP and only medium geocode confidence add uncertainty, keeping this from a Good Investment and instead supporting targeted manual review.",No verified development match or distance-based upside; ZIP is unknown; geocode confidence only Medium; surrounding value and crime risk are both Unknown.,Exact ZIP code; surrounding property value context; crime risk; more precise location validation; any confirmed nearby development or infrastructure projects.,"Manually confirm the precise location and ZIP of 6943 E NEWTON PL N, then pull surrounding sales/value and neighborhood risk data to determine whether the moderate bid cost of 4312.23 is justified absent any verified development upside.",High
10225-93-02-04460,6.1,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 10225-93-02-04460 at 209 S 72 AV E, Tulsa, has a bid cost of 4357.56 and is tagged as R IMP with strong property clarity and complete address but unknown ZIP. The development match status is 'No Clear Match' with low confidence, and overall data confidence is Medium based on high extraction confidence but failed geocoding, so it is scored as a Strong Manual Review Candidate rather than a confirmed investment.",Unknown ZIP; failed or low-confidence geocoding; no clear or verified nearby development; surrounding value and crime risk unknown.,Exact ZIP code; reliable geocode/parcel mapping; surrounding property value context; crime/safety indicators; physical condition and occupancy status of the improvement.,"Manually confirm parcel location and ZIP via county records or GIS, then check surrounding sales/assessed values and any local planning or development activity before considering a bid.",Medium
29675-03-07-10040,6.5,Mid Investment,True,Watch,False,nan,"Parcel 29675-03-07-10040 at 4823 N XANTHUS AV E shows a bid cost of 4393.48 with strong property clarity and complete address but unknown ZIP; development match status is No Clear Match with low verified development signal, and overall data/extraction confidence is High, supporting a Strong Manual Review Candidate but not a confirmed good investment.",ZIP unknown; no verified development upside; surrounding value signal unknown; crime risk unknown.,Exact ZIP code; neighborhood and surrounding value context; crime and rental/sales comparables; property condition and occupancy status.,"Manually confirm the precise ZIP and neighborhood context for 4823 N XANTHUS AV E, then pull surrounding sales/rent data and any available condition/occupancy information to determine whether the 4393.48 bid cost is justified.",High
25200-03-35-07780,6.5,Mid Investment,True,Watch,False,nan,"The parcel at 6780 E INDEPENDENCE (Parcel ID 25200-03-35-07780) has a moderate bid cost of 4404.05, complete address data, strong property clarity, and high overall data confidence, which supports a rule-based score of 6.5 and classification as a Strong Manual Review Candidate. However, development verification shows no clear match and low confidence, so no development premium is justified. These factors together support a Mid Investment category that warrants deeper manual review but not an automatic purchase decision.","ZIP and precise local context are unknown; no verified development match or surrounding value signal; crime risk and surrounding value are both unknown, increasing uncertainty about neighborhood quality and resale/rental potential.",Exact ZIP code; detailed neighborhood and surrounding value data; crime risk metrics; confirmation of current property condition and improvements for this R HS IMP classification; any nearby development or infrastructure projects not captured in the current development match.,"Manually confirm the full address including ZIP and neighborhood, then pull county records and mapping imagery for this parcel to verify actual property use, condition, and surrounding land values before considering a bid at or above 4404.05.",High
34750-02-26-07380,6.1,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 34750-02-26-07380 at 2516 N MARTIN LUTHER has a bid cost of 5271.47 and is classified as R IMP with complete address quality and strong property clarity, but the development match status is No Clear Match and overall data confidence is only Medium based on high extraction confidence but failed geocoding and unknown ZIP.",Unknown ZIP and city; failed geocoding with low geocode confidence; no verified development upside (No Clear Match); surrounding value and crime risk unknown; overall data confidence only Medium.,Exact ZIP and city confirmation; precise geocode/location; surrounding property values; crime and neighborhood risk indicators; any local development or zoning details.,"Independently confirm the full address and geolocation for 2516 N MARTIN LUTHER, then pull local sales/assessed values and neighborhood data to validate whether the bid cost of 5271.47 is justified given condition and market context.",Medium
37775-93-03-07050,6.5,Mid Investment,True,Watch,False,nan,"Rule-based score of 6.5 and category Strong Manual Review Candidate indicate this parcel merits deeper research. The bid cost of 4503.56 is moderate for an R IMP property with clear parcel_id 37775-93-03-07050 and complete address at 6126 E 3 ST S. Data confidence is High and property clarity is Strong, but development verification shows No Clear Match with low confidence, so no uplift from nearby projects is justified. These mixed signals support a mid-tier investment classification pending manual due diligence.",Unknown ZIP; no verified development match or surrounding value signal; crime risk estimate unknown; development confidence low despite geocode success only at medium confidence.,Exact ZIP code; surrounding value indicators; crime risk details; any confirmed nearby development or redevelopment plans; on-the-ground condition and occupancy of the R IMP improvement.,"Manually confirm the precise ZIP and neighborhood context for 6126 E 3 ST S, then check local sales, rents, and condition for comparable R IMP properties on the same block to validate whether the 4503.56 bid aligns with realistic resale or income potential in the absence of verified development upside.",High
00575-93-06-00950,6.5,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 00575-93-06-00950 at 401 S VICTOR AV E, Tulsa, shows a bid cost of 4526.88 and is scored as a Strong Manual Review Candidate based on strong property clarity, complete address, and high extraction/data confidence. However, the development match status is No Clear Match with low confidence, so no development premium is applied.",ZIP is unknown; no clear or verified development match; surrounding value and crime risk are unknown.,Exact ZIP code; surrounding property value context; crime/safety profile; physical condition of improvements; title issues or liens beyond tax status.,"Manually confirm the precise ZIP and neighborhood context, then review county records and mapping tools for surrounding values, property condition indicators, and any nearby projects not captured in the current development match.",High
49800-03-34-14990,6.5,Mid Investment,True,Watch,False,nan,"Rule-based scoring of 6.5 and category Strong Manual Review Candidate reflect a moderate bid cost (4540.87), clear residential improvement classification (R IMP), complete address for parcel 49800-03-34-14990, strong property clarity, and high overall data confidence. However, development match is No Clear Match with low confidence and no distance-based confirmation, so potential upside from nearby projects cannot be verified.",ZIP is unknown; no verified development linkage or surrounding value signal; crime risk and surrounding value are both unknown; development geocoding and match confidence are low.,Exact ZIP code; any confirmed nearby development or redevelopment plans; surrounding value indicators; crime risk metrics; detailed property condition and structure details beyond R IMP classification.,"Manually confirm the precise ZIP and neighborhood context for 1241 N ALLEGHENY AV E, then check local records and planning resources for any nearby development or value drivers before assessing whether the 4540.87 bid aligns with comparable properties and risk tolerance.",High
60513-73-08-70260,6.1,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 60513-73-08-70260 at 13610 S 21 CT E in the City of Jenks shows a bid cost of 4548.16 and a strong property clarity signal with complete address data, but the development match status is 'No Clear Match' and overall data confidence is only Medium with low geocode confidence, so it is a Strong Manual Review Candidate rather than a confirmed investment.",ZIP unknown; geocoding failed with low confidence; development upside not verified (No Clear Match); surrounding value and crime risk unknown.,Exact ZIP code; reliable geocode/coordinates; surrounding property value context; crime/safety indicators; any confirmed nearby development or infrastructure projects.,"Independently geolocate the parcel using county GIS or assessor records, confirm the ZIP and neighborhood context, and check local planning or development documents for any nearby projects that could affect value.",Medium
07410-94-07-23780,6.1,Mid Investment,True,Watch,False,nan,"The parcel at 1525 S 112 AV E, Tulsa (Parcel ID 07410-94-07-23780) has a bid cost of 4554.87, complete address data (except ZIP), and strong property clarity, which supports preliminary interest. The rule-based system assigns a 6.1 score and labels it a Strong Manual Review Candidate with medium overall data confidence. However, geocoding failed, surrounding value and crime risk are unknown, and the development match is 'No Clear Match' with low confidence, so there is no verified upside from development.",Unknown ZIP; failed or weak geocoding; no clear or verified development match; surrounding value signal unknown; crime risk estimate unknown; owner listed as Unknown.,Exact ZIP code; reliable geocode/parcel mapping; surrounding property value context; crime and neighborhood risk indicators; confirmation of current owner and title status; any verified nearby development or infrastructure projects.,"Manually confirm the parcel location and ZIP via county records or GIS, then pull surrounding sales/assessed values and any available neighborhood risk data before considering bid strategy.",Medium
90212-02-12-25800,6.5,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 90212-02-12-25800 at 1130 E 50 PL N, Tulsa, OK has high data confidence, complete address, and strong property clarity, with a moderate bid cost of 4580.87. Rule-based scoring classifies it as a Strong Manual Review Candidate. However, development verification shows No Clear Match with low confidence, so no development premium should be assumed.",ZIP unknown; development upside not verified; geocode confidence only Medium.,Exact ZIP code; any verified nearby development or redevelopment plans; more precise location context and surrounding value indicators; crime and neighborhood risk data.,"Manually confirm the exact parcel location and ZIP, then check local comps and neighborhood conditions to assess value and risk without assuming any development-related upside.",High
44325-03-36-03990,6.5,Mid Investment,True,Watch,False,nan,"Parcel 44325-03-36-03990 at 9415 E NEWTON ST N has a bid cost of 4649.22 and clear residential-improved property data with high extraction/data confidence, but the development match status is No Clear Match with low development confidence, so it is a strong manual review candidate rather than a confirmed good investment.",ZIP and precise market context unknown; no verified development upside; surrounding value and crime risk unknown; only medium geocode confidence.,Exact ZIP code; detailed neighborhood and comp values; structure details and condition; crime and school context; any nearby infrastructure or development plans.,"Manually confirm the exact location and ZIP, pull recent sales and rental comps around 9415 E NEWTON ST N, verify structure type and condition from county records or imagery, and check for any local development or zoning changes not captured in the current development match.",High
