parcel_id,final_rule_based_score,final_rule_based_category,final_bid_price_signal,final_address_quality_signal,final_property_clarity_signal,final_verified_development_signal,final_surrounding_value_signal,final_crime_risk_estimate,final_data_confidence,final_manual_review_flag,final_rule_based_reasoning,final_key_risks,downgraded_from_previous_good
27775-03-36-02105,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4243.04, parcel_id 27775-03-36-02105, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
35900-03-30-15590,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4244.24, parcel_id 35900-03-30-15590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
19650-03-35-06970,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4312.23, parcel_id 19650-03-35-06970, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
10225-93-02-04460,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4357.56, parcel_id 10225-93-02-04460, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
29675-03-07-10040,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4393.48, parcel_id 29675-03-07-10040, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
25200-03-35-07780,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4404.05, parcel_id 25200-03-35-07780, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
34750-02-26-07380,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5271.47, parcel_id 34750-02-26-07380, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
37775-93-03-07050,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4503.56, parcel_id 37775-93-03-07050, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
00575-93-06-00950,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4526.88, parcel_id 00575-93-06-00950, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
49800-03-34-14990,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4540.87, parcel_id 49800-03-34-14990, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
60513-73-08-70260,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4548.16, parcel_id 60513-73-08-70260, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
07410-94-07-23780,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4554.87, parcel_id 07410-94-07-23780, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
90212-02-12-25800,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4580.87, parcel_id 90212-02-12-25800, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
44325-03-36-03990,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4649.22, parcel_id 44325-03-36-03990, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
25150-03-34-10030,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4655.65, parcel_id 25150-03-34-10030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
09000-92-27-06570,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4666.86, parcel_id 09000-92-27-06570, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
46825-03-33-18040,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4668.86, parcel_id 46825-03-33-18040, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
43800-93-04-19370,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4670.86, parcel_id 43800-93-04-19370, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
36150-93-04-13930,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4698.86, parcel_id 36150-93-04-13930, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
78810-84-11-09060,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4710.03, parcel_id 78810-84-11-09060, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
25050-03-34-03580,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4724.19, parcel_id 25050-03-34-03580, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
27775-03-36-02215,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4728.19, parcel_id 27775-03-36-02215, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
63725-12-13-01130,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4742.42, parcel_id 63725-12-13-01130, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
18550-93-05-13060,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4766.19, parcel_id 18550-93-05-13060, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
29775-02-26-05800,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4778.85, parcel_id 29775-02-26-05800, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
05075-93-24-08770,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4785.98, parcel_id 05075-93-24-08770, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
13775-02-12-01430,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4839.51, parcel_id 13775-02-12-01430, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
57370-72-13-63370,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4845.40, parcel_id 57370-72-13-63370, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
19275-03-34-02480,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4850.84, parcel_id 19275-03-34-02480, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
17950-92-04-05170,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4853.82, parcel_id 17950-92-04-05170, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
62075-91-11-09360,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4857.51, parcel_id 62075-91-11-09360, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
17925-92-04-04250,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4902.17, parcel_id 17925-92-04-04250, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
06625-92-27-02490,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4950.17, parcel_id 06625-92-27-02490, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
45450-94-06-10580,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4952.17, parcel_id 45450-94-06-10580, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
17025-02-36-12170,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4974.16, parcel_id 17025-02-36-12170, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
40850-02-12-07500,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4985.56, parcel_id 40850-02-12-07500, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
04350-02-25-02620,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4993.50, parcel_id 04350-02-25-02620, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
06100-02-26-00080,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5016.55, parcel_id 06100-02-26-00080, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
08375-03-29-02800,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5074.15, parcel_id 08375-03-29-02800, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
41100-92-34-03610,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5074.82, parcel_id 41100-92-34-03610, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
22200-03-36-00370,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5094.88, parcel_id 22200-03-36-00370, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
74985-94-20-10040,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5104.84, parcel_id 74985-94-20-10040, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
85315-72-15-46520,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5178.06, parcel_id 85315-72-15-46520, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
11575-03-35-04690,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5182.52, parcel_id 11575-03-35-04690, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
30950-03-33-14960,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5203.47, parcel_id 30950-03-33-14960, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
12150-93-11-01280,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5222.14, parcel_id 12150-93-11-01280, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
07700-02-13-02200,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5279.47, parcel_id 07700-02-13-02200, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
10475-92-08-00680,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5289.47, parcel_id 10475-92-08-00680, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
31125-92-27-16750,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5302.80, parcel_id 31125-92-27-16750, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
29650-03-07-03370,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5339.46, parcel_id 29650-03-07-03370, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
29650-03-07-03310,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5347.46, parcel_id 29650-03-07-03310, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
13850-93-05-10530,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5358.29, parcel_id 13850-93-05-10530, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
22100-92-28-03130,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5361.41, parcel_id 22100-92-28-03130, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
27875-92-11-03570,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5389.46, parcel_id 27875-92-11-03570, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
45350-94-06-07290,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5390.12, parcel_id 45350-94-06-07290, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
78810-84-11-09070,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5428.12, parcel_id 78810-84-11-09070, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
20725-93-03-06410,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5429.45, parcel_id 20725-93-03-06410, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
41025-02-01-00530,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5432.12, parcel_id 41025-02-01-00530, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
07225-02-13-00060,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5434.28, parcel_id 07225-02-13-00060, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
37800-93-02-09000,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5443.44, parcel_id 37800-93-02-09000, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
27300-93-14-10790,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5444.74, parcel_id 27300-93-14-10790, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
38200-92-26-00840,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5454.78, parcel_id 38200-92-26-00840, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
76925-94-19-48280,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5467.19, parcel_id 76925-94-19-48280, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
23850-93-15-11970,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5479.42, parcel_id 23850-93-15-11970, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
74735-84-06-61950,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5491.99, parcel_id 74735-84-06-61950, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
91407-14-07-52320,4.9,Strong Manual Review Candidate,Moderate,Partial,Moderate,Low,Unknown,Unknown,Medium,True,"Bid cost 4849.58, parcel_id 91407-14-07-52320, address quality Partial, property clarity Moderate, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 4.9.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
98434-84-34-00350,4.3,Bad Investment,Moderate,Missing,Moderate,Low,Unknown,Unknown,Medium,False,"Bid cost 5186.14, parcel_id 98434-84-34-00350, address quality Missing, property clarity Moderate, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 4.3.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
23000-03-27-08140,5.3,Strong Manual Review Candidate,Strong,Partial,Moderate,Low,Unknown,Unknown,Medium,True,"Bid cost 3509.05, parcel_id 23000-03-27-08140, address quality Partial, property clarity Moderate, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.3.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
56600-92-20-00740,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4992.83, parcel_id 56600-92-20-00740, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
56900-92-20-02220,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5224.32, parcel_id 56900-92-20-02220, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
54225-03-06-05290,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5224.79, parcel_id 54225-03-06-05290, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
91213-12-13-51390,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5325.25, parcel_id 91213-12-13-51390, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
91408-14-08-10310,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3139.44, parcel_id 91408-14-08-10310, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
54325-92-31-02630,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3211.01, parcel_id 54325-92-31-02630, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
90306-03-06-24020,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3314.33, parcel_id 90306-03-06-24020, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
91316-13-16-06210,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3339.41, parcel_id 91316-13-16-06210, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
91236-12-36-01030,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3357.23, parcel_id 91236-12-36-01030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
53675-92-32-01900,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3580.08, parcel_id 53675-92-32-01900, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
90404-04-04-64010,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3715.23, parcel_id 90404-04-04-64010, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
53725-02-01-03030,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4348.07, parcel_id 53725-02-01-03030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
97424-74-24-21620,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4463.58, parcel_id 97424-74-24-21620, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
91316-13-16-06510,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5056.93, parcel_id 91316-13-16-06510, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
99027-90-27-68130,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5198.99, parcel_id 99027-90-27-68130, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
55425-91-07-00270,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5297.09, parcel_id 55425-91-07-00270, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
